project_name,rera_id,promoter_name,district,project_type,developer_name,locality,city,land_area,number_of_towers,number_of_floors,total_units,unit_types,unit_sizes,project_status,possession_date,price_range,is_high_rise,source_url_99acres,faq_url_99acres,extraction_source
RATAN PEARLS (PHASE-I),UPRERAPRJ8629,"Promoter

RATAN BUILDTECH PRIVATE LIMITED",Gautam Buddha Nagar,Residential,,,,,,,,2 BHK,,Ready to move,,,,https://www.99acres.com/ratan-pearls-sector-16-greater-noida-npxid-r34948,https://www.99acres.com/ratan-faqs-pearls-sector-16-greater-noida-npxid-r34948,DDG Snippet
RATAN PEARLS (PHASE-II),UPRERAPRJ15192,"Promoter

RATAN BUILDTECH PRIVATE LIMITED",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
"REGENCY PARK, GREATER NOIDA, West PHASE-I (COMPRIS",UPRERAPRJ4182,"Promoter

AARCITY INFRASTRUCTURE PRIVATE LIMITED",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
"REGENCY PARK, GREATER NOIDA, West PHASE-II (COMPRI",UPRERAPRJ4363,"Promoter

AARCITY INFRASTRUCTURE PRIVATE LIMITED",Gautam Buddha Nagar,Residential,,,,,,,,3 BHK,,Ready to move,,,,https://www.99acres.com/aarcity-regency-park-sector-16-greater-noida-npxid-r35306,https://www.99acres.com/aarcity-faqs-regency-park-sector-16-greater-noida-npxid-r35306,DDG Snippet
Renox Thrive,UPRERAPRJ742692/09/2024,"Promoter

Nivas Promoters Private Limited",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
"RG Luxury Homes - Tower A, F & M",UPRERAPRJ4815,"Promoter

Rajesh Projects (India) Pvt. Ltd",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
"RG Luxury Homes - Tower B, C, D & E",UPRERAPRJ4723,"Promoter

Rajesh Projects (India) Pvt. Ltd",Gautam Buddha Nagar,Residential,,,,,,,,"2,3 BHK",,Under Construction,,,,https://www.99acres.com/rg-luxury-homes-phase-2-sector-16-b-greater-noida-npxid-r394131,https://www.99acres.com/rg-faqs-luxury-homes-phase-2-sector-16-b-greater-noida-npxid-r394131,DDG Snippet
RG Luxury Homes (Tower G & H),UPRERAPRJ4850,"Promoter

Rajesh Projects (India) Pvt. Ltd",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
RG Luxury Homes-4 (Tower J K & L),UPRERAPRJ4909,"Promoter

Rajesh Projects (India) Pvt. Ltd",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
RG Mirage Tower L,UPRERAPRJ766232,"Promoter

RG Residency Private Limited",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,https://www.99acres.com/rg-mirage-floor-plan-sector-120-noida-npxid-r384794,https://www.99acres.com/rg-faqs-mirage-floor-plan-sector-120-noida-npxid-r384794,
RG Mirage Tower M,UPRERAPRJ158423,"Promoter

RG Residency Private Limited",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,https://www.99acres.com/rg-mirage-floor-plan-sector-120-noida-npxid-r384794,https://www.99acres.com/rg-faqs-mirage-floor-plan-sector-120-noida-npxid-r384794,
RG Residency Tower - P (RG Square ),UPRERAPRJ6255,"Promoter

RG Residency Pvt. Ltd",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
RG Square Phae-2,UPRERAPRJ17786,"Promoter

Rajesh Projects (India) Pvt. Ltd",Gautam Buddha Nagar,Residential,,,,,,,,,,Under Construction,,,,https://www.99acres.com/svg-town-square-1-alpha-2-greater-noida-npxid-r443871,https://www.99acres.com/svg-faqs-town-square-1-alpha-2-greater-noida-npxid-r443871,DDG Snippet
RG Square Phase-1,UPRERAPRJ17776,"Promoter

Rajesh Projects (India) Pvt. Ltd",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
RGs PLEIADDES Phase-1,UPRERAPRJ124816/09/2025,"Promoter

KVIR TOWERS PRIVATE LIMITED",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
RGs PLEIADDES Phase-3,UPRERAPRJ415309/09/2025,"Promoter

KVIR TOWERS PRIVATE LIMITED",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
RGs PLEIADDES Phase-4,UPRERAPRJ357325/09/2025,"Promoter

KVIR TOWERS PRIVATE LIMITED",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,https://www.99acres.com/rg-pleiaddes-sector-1-greater-noida-west-greater-noida-npxid-r435881,https://www.99acres.com/rg-faqs-pleiaddes-sector-1-greater-noida-west-greater-noida-npxid-r435881,
RGs PLEIADDES Phase-5,UPRERAPRJ374938/09/2025,"Promoter

KVIR TOWERS PRIVATE LIMITED",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
RHYTHM COUNTY (PHASE RC-2),UPRERAPRJ7347,"Promoter

FUTUREWORLD GREENHOMES PVT. LTD.",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,https://www.99acres.com/rhythm-ccounty-photos-sector-1-greater-noida-west-greater-noida-npxid-r28956,https://www.99acres.com/rhythm-faqs-ccounty-photos-sector-1-greater-noida-west-greater-noida-npxid-r28956,
RHYTHM COUNTY (PHASE RC-3),UPRERAPRJ7371,"Promoter

FUTUREWORLD GREENHOMES PVT. LTD.",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
RHYTHM COUNTY(PHASE RC-1),UPRERAPRJ7321,"Promoter

FUTUREWORLD GREENHOMES PVT. LTD.",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
RIDGE RESIDENCY,UPRERAPRJ3075,"Promoter

Today Homes Noida Pvt. Ltd.",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
RISE GOLF VILLAS,UPRERAPRJ343832,"Promoter

RISE PROJECTS PVT LTD
EUPHORIA SPORTS CITY PVT LTD",Gautam Buddha Nagar,Residential,,,,,N/A (Plotted),,,,,,,,,,,
Rise Resort Residences Phase-I,UPRERAPRJ7561,"Promoter

RISE PROJECTS PVT LTD",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
Rise Sports Villas,UPRERAPRJ295718,"Promoter

RISE PROJECTS PVT LTD
EUPHORIA SPORTS CITY PRIVATE LIMITED",Gautam Buddha Nagar,Residential,,,,,N/A (Plotted),,,,,,,,,,,
"Rise Sports Villas , Super 30 Villas",UPRERAPRJ621633,"Promoter

RISE PROJECTS PVT LTD
EUPHORIA SPORTS CITY PRIVATE LIMITED",Gautam Buddha Nagar,Residential,,,,,N/A (Plotted),,,,,,,,,,,
ROYAL AVENUE,UPRERAPRJ15115,"Promoter

Royal Avenue",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,https://www.99acres.com/dream-home-royal-avenue-noida-greater-noida-expressway-npxid-r33200,https://www.99acres.com/dream-faqs-home-royal-avenue-noida-greater-noida-expressway-npxid-r33200,
ROYAL COURT,UPRERAPRJ3386,"Promoter

Strategic Developers Private Limited",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,https://www.99acres.com/royal-blue-city-jharsa-gurgaon-npxid-r382114,https://www.99acres.com/royal-faqs-blue-city-jharsa-gurgaon-npxid-r382114,
ROYAL GREEN,UPRERAPRJ11617,"Promoter

MITRA SAHKARI AWAS SAMITI",Gautam Buddha Nagar,Residential,,,,,,,,,,Ready to move,,,,https://www.99acres.com/e3-royal-greens-deri-skaner-greater-noida-npxid-r274941,https://www.99acres.com/e3-faqs-royal-greens-deri-skaner-greater-noida-npxid-r274941,DDG Snippet
Royal Nest,UPRERAPRJ9608,"Promoter

M/S OMKAR NESTS PVT. LTD.",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
ROYAL RESIDENCY,UPRERAPRJ7023,"Promoter

RAKESH YADAV",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,https://www.99acres.com/omaxe-royal-residency-facilities-pakhowal-road-ludhiana-npxid-r68,https://www.99acres.com/omaxe-faqs-royal-residency-facilities-pakhowal-road-ludhiana-npxid-r68,
RPS 05/2021,UPRERAPRJ146610,"Promoter

Yamuna Expressway Industrial devlopment Authority",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
RPS-01 SECTOR-2,UPRERAPRJ10056,"Promoter

GREATER NOIDA INDUSTRIAL DEVELOPMENT AUTHORITY",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
"RPS01,RRPS01 AND RRPS02 (SECTOR 18 AND 20) ,YEIDA",UPRERAPRJ282078,"Promoter

Yamuna Expressway Industrial devlopment Authority",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
RPS-02 ZETA-2,UPRERAPRJ10826,"Promoter

GREATER NOIDA INDUSTRIAL DEVELOPMENT AUTHORITY",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
"RPS-02, SEC-22D",UPRERAPRJ8756,"Promoter

Yamuna Expressway Industrial devlopment Authority",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
RPS-04/2021,UPRERAPRJ552003,"Promoter

Yamuna Expressway Industrial devlopment Authority",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
RPS-06/2022,UPRERAPRJ985835,"Promoter

Yamuna Expressway Industrial devlopment Authority",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
RPS07/2023,UPRERAPRJ563740,"Promoter

Yamuna Expressway Industrial devlopment Authority",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
RPS08/2024,UPRERAPRJ653132/10/2024,"Promoter

Yamuna Expressway Industrial devlopment Authority",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
RPS09/2025,UPRERAPRJ103634/04/2025,"Promoter

Yamuna Expressway Industrial devlopment Authority",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
RPS10/2025,UPRERAPRJ307764/03/2026,"Promoter

Yamuna Expressway Industrial devlopment Authority",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
RRPS -04/2020,UPRERAPRJ205883,"Promoter

Yamuna Expressway Industrial devlopment Authority",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
RUDRA AQUACASA,UPRERAPRJ6649,"Promoter

RUDRA BUILDWELL HOMES PRIVATE LIMITED
STARARENA BUILDERS LLP",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
RUDRA PALACE HEIGHTS,UPRERAPRJ7895,"Promoter

RUDRA BUILDWELL PROJECTS PRIVATE LIMITED
MILAN INFRASTRUCTURES AND DEVELOPERS PRIVATE LIMIT",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
RUDRA UNO,UPRERAPRJ7180,"Promoter

APACE BUILDTECH PRIVATE LIMITED",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
RYNE,UPRERAPRJ7228,"Promoter

PRIMROSE INFRATECH P LTD",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
SAI HOME II,UPRERAPRJ16456,"Promoter

SAIDRISHTI HOMES LLP",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
Samajwadi Awas Yojana/ Mukhyamantri Awas Yojana,UPRERAPRJ6740,"Promoter

NEW OKHLA INDUSTRIAL DEVELOPMENT AUTHORITY",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
Samridhi Daksh Avenue,UPRERAPRJ155408,"Promoter

SAMRIDHI BUILDMART PRIVATE LIMITED",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
"SAMRIDHI GRAND AVENUE
- This project has been completed.",UPRERAPRJ2634,"Promoter

SAMRIDHI REALTY HOMES PRIVATE LIMITED",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
SAMRIDHI LUXURIYA AVENUE,UPRERAPRJ1746,"Promoter

SAMRIDHI INFRA SQUARE PRIVATE LIMITED",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
Saya Zion,UPRERAPRJ869,"Promoter

Saya Buildcon Consortium Pvt. Ltd.",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
"SETHI VENICE PHASE I (TOWER A , B , L , M , CONVEN",UPRERAPRJ6357,"Promoter

ESTHETIC BUILDTECH PVT. LTD.",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
SHIVALIK HOMES 2,UPRERAPRJ5819,"Promoter

COSMOS INFRAESTATE PVT. LTD.
EELEVATES INFRATECH PRIVATE LIMITED",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
Shri Radha Aqua Gardens,UPRERAPRJ7477,"Promoter

Decent Buildwell Pvt. Ltd.",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
Shri Radha Sky Gardens Phase-1,UPRERAPRJ7482,"Promoter

SJP Infracon Limited",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
SHRI RADHA SKY PARK (SKY GARDENS PHASE-2),UPRERAPRJ12851,"Promoter

SJP Infracon Limited",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
Shubhkamna City,UPRERAPRJ12436,"Promoter

SHUBHKAMNA BUILDTECH PVT. LTD.",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
Shubhkamna tecHOMES,UPRERAPRJ12432,"Promoter

SHUBHKAMNA BUILDTECH PVT. LTD.",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
SIKKA KAAMNA GREENS,UPRERAPRJ5596,"Promoter

KINDLE INFRAHEIGHTS PRIVATE LIMITED",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
SIKKA KAAMYA GREENS,UPRERAPRJ5790,"Promoter

ECO GREEN BUILDTECH PRIVATE LIMITED",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
SIKKA KARMIC GREENS,UPRERAPRJ4452,"Promoter

G S PROMOTERS PRIVATE LIMITED",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
SIKKA KARNAM GREENS,UPRERAPRJ5764,"Promoter

SIKKA INFRASTRUCTURE PVT LTD",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
SIKKA KIMANTRA GREENS,UPRERAPRJ5697,"Promoter

Pinnacle Superstructures Private Limited",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
SINGAPORE RESIDENCY,UPRERAPRJ7474,"Promoter

R S BUILTWELL PRIVATE LIMITED",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
SKA DESTINY ONE,UPRERAPRJ783951/04/2024,"Promoter

PRASU DEVELOPERS LLP",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
SKA DIVYA TOWERS,UPRERAPRJ658704,"Promoter

JRS CONBUILD PVT LTD",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
SKA ESTATE,UPRERAPRJ768147/03/2025,"Promoter

PRASU HOME LLP",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
SKA metro Ville,UPRERAPRJ16460,"Promoter

KAMROOP INFRABUILD PVT LTD",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,https://www.99acres.com/ska-metro-ville-facilities-eta-2-greater-noida-npxid-r313093,https://www.99acres.com/ska-faqs-metro-ville-facilities-eta-2-greater-noida-npxid-r313093,
SKA ORION,UPRERAPRJ186008,"Promoter

Provence Developers Pvt Ltd",Gautam Buddha Nagar,Residential,,,,,,,,3 BHK,,Under Construction,,,,https://www.99acres.com/ska-orion-sector-143b-noida-npxid-r375353,https://www.99acres.com/ska-faqs-orion-sector-143b-noida-npxid-r375353,DDG Snippet
SKAGREENARCH,UPRERAPRJ3377,"Promoter

PRASU INFRABUILD PRIVATE LIMITED",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
Skytech Colours Avenue (Towers A-B-D-E & shops),UPRERAPRJ6664,"Promoter

Jatasya promoters Pvt ltd",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
Sobha Aurum,UPRERAPRJ361748/06/2025,"Promoter

SOBHA LIMITED",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,https://www.99acres.com/sobha-aurum-sector-36-greater-noida-npxid-r439304,https://www.99acres.com/sobha-faqs-aurum-sector-36-greater-noida-npxid-r439304,
SOBHA RIVANA,UPRERAPRJ313638/03/2026,"Promoter

SOBHA LIMITED
ATLASPUR CONSTRUCTION AND DEVELOPERS PRIVATE LIMITED",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
SOLITAIRIAN CITY - (PARY) PHASE-1,UPRERAPRJ6811,"Promoter

PARY DEVELOPERS PRIVATE LIMITED",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
SOLITAIRIAN CITY - (PARY) PHASE-2,UPRERAPRJ6856,"Promoter

PARY DEVELOPERS PRIVATE LIMITED",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
SOLITAIRIAN CITY - (PARY) PHASE-3,UPRERAPRJ6887,"Promoter

PARY DEVELOPERS PRIVATE LIMITED",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
SOLITAIRIAN CITY - (SOLI-)PHASE-1,UPRERAPRJ6634,"Promoter

SOLITAIRE REALINFRA PRIVATE LIMITED",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
SOLITAIRIAN CITY - (SOLI-)PHASE-2,UPRERAPRJ6721,"Promoter

SOLITAIRE REALINFRA PRIVATE LIMITED",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
SOLITAIRIAN CITY - (SOLI-)PHASE-3,UPRERAPRJ6766,"Promoter

SOLITAIRE REALINFRA PRIVATE LIMITED",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
SPEEDWAY AVENUE,UPRERAPRJ12103,"Promoter

PYRAMID TOWNSHIPS PRIVATE LIMITED",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
SPEEDWAY AVENUE,UPRERAPRJ12128,"Promoter

PYRAMID TOWNSHIPS PRIVATE LIMITED",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
SPORTS VILLAGE (PHASE-I),UPRERAPRJ408,"Promoter

SUPERTECH LIMITED",Gautam Buddha Nagar,Residential,,,,,N/A (Plotted),,,,,,,,,,,
"SPORTS VILLAGE (PHASE-II, VILLA)",UPRERAPRJ565,"Promoter

SUPERTECH LIMITED",Gautam Buddha Nagar,Residential,,,,,N/A (Plotted),,,,,,,,,,,
SPORTSHOME,UPRERAPRJ6815,"Promoter

DEVSAI CONSTRUCTION PRIVATE LIMITED",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
SPORTSHOME PHASE II,UPRERAPRJ743918,"Promoter

DEVSAI CONSTRUCTION PRIVATE LIMITED",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
SPRING HOMES,UPRERAPRJ742412,"Promoter

Clover Probuild Private Limited",Gautam Buddha Nagar,Residential,,,,2.47 acres,,21,310,3 BHK,,,,,,https://www.99acres.com/clover-spring-homes-sector-1-greater-noida-west-greater-noida-npxid-r379097,https://www.99acres.com/clover-faqs-spring-homes-sector-1-greater-noida-west-greater-noida-npxid-r379097,DDG Snippet
SPRING MEADOWS,UPRERAPRJ6831,"Promoter

Pigeon Buildhome Private Limited",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
Stellar One Phase 1,UPRERAPRJ6209,"Promoter

Stellar Spring Projects Private Limited",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
STELLAR ONE PHASE II,UPRERAPRJ923780,"Promoter

Stellar Spring Projects Private Limited",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,https://www.99acres.com/stellar-one-phase-2-floor-plan-noida-extension-npxid-r420795,https://www.99acres.com/stellar-faqs-one-phase-2-floor-plan-noida-extension-npxid-r420795,
STELLAR ONE PHASE III,UPRERAPRJ564504/08/2024,"Promoter

Stellar Spring Projects Private Limited",Gautam Buddha Nagar,Residential,,,,,,,,,,Under Construction,,,,https://www.99acres.com/stellar-one-phase-3-sector-1-greater-noida-west-greater-noida-npxid-r420795,https://www.99acres.com/stellar-faqs-one-phase-3-sector-1-greater-noida-west-greater-noida-npxid-r420795,DDG Snippet
SUNSHINE SOLARIS,UPRERAPRJ9345,"Promoter

GOLFGREEN RESIDENCY PRIVATE LIMITED",Gautam Buddha Nagar,Residential,,,,2.5 acres,,,,4 BHK,,,,,,https://www.99acres.com/sunshine-solaris-sector-79-noida-npxid-r46576,https://www.99acres.com/sunshine-faqs-solaris-sector-79-noida-npxid-r46576,DDG Snippet
SUNTWILIGHT - RECREATIONAL - PHASE - I,UPRERAPRJ7280,"Promoter

SUNRISE STRUCTURES & DEVELOPERS PRIVATE LIMITED",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
SUNTWILIGHT - RECREATIONAL - PHASE-II,UPRERAPRJ7325,"Promoter

SUNRISE STRUCTURES & DEVELOPERS PRIVATE LIMITED",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
Sunworld Arista,UPRERAPRJ6444,"Promoter

Sunworld Residency Private Limited",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
"SUNWORLD ARISTA (PH-1 T-1,2,3,4,6,10)",UPRERAPRJ11587,"Promoter

Sunworld Residency Private Limited",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
"SUNWORLD ARISTA (PH-2 T-5,7,8,9), CLUB",UPRERAPRJ11625,"Promoter

Sunworld Residency Private Limited
NIMBUS PROJECTS LIMITED",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
Sunworld Vanalika Phase-II,UPRERAPRJ11577,"Promoter

Sunworld Developers Private Limited",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
Super Avenue,UPRERAPRJ14910,"Promoter

SUPER BUILDCON",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
SUPERNOVA PHASE-I (NOVA EAST AND NOVA WEST),UPRERAPRJ7223,"Promoter

SUPERTECH REALTORS PRIVATE LIMITED",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
SUPERNOVA PHASE-II (SPIRA),UPRERAPRJ5720,"Promoter

SUPERTECH REALTORS PRIVATE LIMITED",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
SUPERTECH CAPETOWN (PHASE-I),UPRERAPRJ5017,"Promoter

SUPERTECH LIMITED",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
SUPERTECH CAPETOWN (PHASE-V),UPRERAPRJ17551,"Promoter

SUPERTECH ORB PROJECT PRIVATE LIMITED",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
Supertech Eco Village-3 Phase-3,UPRERAPRJ8319,"Promoter

SUPERTECH LIMITED",Gautam Buddha Nagar,Residential,,,,,N/A (Plotted),,,,,,,,,,,
SUPERTECH ECO VILLAGE-I (PHASE-I),UPRERAPRJ4318,"Promoter

SUPERTECH LIMITED",Gautam Buddha Nagar,Residential,,,,,N/A (Plotted),,,,,,,,,,,
SUPERTECH ECO VILLAGE-I (PHASE-II),UPRERAPRJ4830,"Promoter

SUPERTECH LIMITED",Gautam Buddha Nagar,Residential,,,,,N/A (Plotted),,,,,,,,,,,
SUPERTECH ECO VILLAGE-I (PHASE-III),UPRERAPRJ4878,"Promoter

SUPERTECH LIMITED",Gautam Buddha Nagar,Residential,,,,,N/A (Plotted),,,,,,,,,,,
SUPERTECH ECO VILLAGE-I PHASE I-C,UPRERAPRJ8334,"Promoter

SUPERTECH LIMITED",Gautam Buddha Nagar,Residential,,,,,N/A (Plotted),,,,,,,,,,,
SUPERTECH ECO VILLAGE-II (PHASE-II),UPRERAPRJ4917,"Promoter

SUPERTECH LIMITED",Gautam Buddha Nagar,Residential,,,,,N/A (Plotted),,,,,,,,,,,
SUPERTECH ECO VILLAGE-II (PHASE-III),UPRERAPRJ4939,"Promoter

SUPERTECH LIMITED",Gautam Buddha Nagar,Residential,,,,,N/A (Plotted),,,,,,,,,,,
SUPERTECH ECO VILLAGE-II (PHASE-IV),UPRERAPRJ4968,"Promoter

SUPERTECH LIMITED",Gautam Buddha Nagar,Residential,,,,,N/A (Plotted),,,,,,,,,,,
SUPERTECH ECO VILLAGE-II PHASE I-C,UPRERAPRJ8337,"Promoter

SUPERTECH LIMITED",Gautam Buddha Nagar,Residential,,,,,N/A (Plotted),,,,,,,,,,,
SUPERTECH ECO VILLAGE-III (PHASE-I),UPRERAPRJ604,"Promoter

SUPERTECH LIMITED",Gautam Buddha Nagar,Residential,,,,,N/A (Plotted),,,,,,,,,,,
SUPERTECH ECO VILLAGE-III (PHASE-II),UPRERAPRJ4714,"Promoter

SUPERTECH LIMITED",Gautam Buddha Nagar,Residential,,,,,N/A (Plotted),,,,,,,,,,,
SUPERTECH ECOCITI - PHASE-1,UPRERAPRJ9744,"Promoter

SUPERTECH LIMITED",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
SUPERTECH GOLF COUNTRY (PHASE-I),UPRERAPRJ5848,"Promoter

SUPERTECH TOWNSHIP PROJECT LIMITED",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
SUPERTECH GOLF COUNTRY (PHASE-II),UPRERAPRJ5854,"Promoter

SUPERTECH TOWNSHIP PROJECT LIMITED",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
SUPERTECH GOLF COUNTRY (PHASE-III),UPRERAPRJ5863,"Promoter

SUPERTECH TOWNSHIP PROJECT LIMITED",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
SUPERTECH NORTHEYE (PHASE-II),UPRERAPRJ5539,"Promoter

SUPERTECH LIMITED",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
SUPERTECH ORB-O AND B (PHASE-IV),UPRERAPRJ7324,"Promoter

SUPERTECH LIMITED & DWEEP INFRA PROJECT PRIVATE LIMITED",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
SUPERTECH ORB-R (PHASE-III),UPRERAPRJ5551,"Promoter

SUPERTECH LIMITED",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
Supertech Upcountry (Plotted),UPRERAPRJ8267,"Promoter

SUPERTECH LIMITED",Gautam Buddha Nagar,Residential,,,,,N/A (Plotted),,,,,,,,,,,
SUPERTECH UPCOUNTRY GH-01 (PHASE-I),UPRERAPRJ5582,"Promoter

SUPERTECH LIMITED",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
Supertech Upcountry GH-01 Phase-02,UPRERAPRJ8249,"Promoter

SUPERTECH LIMITED",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
Supertech Upcountry GH-02 Phase-01,UPRERAPRJ8263,"Promoter

SUPERTECH LIMITED",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
SURYA APPARTMENT-1,UPRERAPRJ16075,"Promoter

SURYANSH BUILDMART PRIVATE LIMITED",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
SUSHANT SERENE RESIDENCY PH1 T7B1 & T6D,UPRERAPRJ8859,"Promoter

ANSAL PROPERTIES & INFRASTRUCTURE LIMITED",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
"SUSHANT SERENE RESIDENCY PH2 T3E,T4E,T5D",UPRERAPRJ8951,"Promoter

ANSAL PROPERTIES & INFRASTRUCTURE LIMITED",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
SUSHANT SERENE RESIDENCY PHASE 3 TOWER 10 (D) & T,UPRERAPRJ4938,"Promoter

ANSAL PROPERTIES & INFRASTRUCTURE LIMITED",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
SUSHANT SERENE RESIDENCY PHASE 4 TOWER T8B & T12E&,UPRERAPRJ4969,"Promoter

ANSAL PROPERTIES & INFRASTRUCTURE LIMITED",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
